inventory_id,Department,Class,Size,Inventory Units,Full Price Inventory Units,Markdown Inventory Units,Inventory Value,Full Price Inventory Value,Markdown Inventory Value,Units Sold,Full Price Units Sold,Markdown Units Sold,Sales,Full Price Sales,Markdown Sales
1324,Mens Accessories/Giftware,Mens Luxury,50,3,3,0,$674.98,$674.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1325,Mens Accessories/Giftware,Mens Luxury,52,3,3,0,$854.97,$854.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1326,Mens Accessories/Giftware,Mens Luxury,54,1,1,0,$164.99,$164.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1327,Mens Accessories/Giftware,Mens Luxury,56,3,3,0,$839.97,$839.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1328,Mens Accessories/Giftware,Mens Luxury,58,2,2,0,$404.99,$404.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1329,Mens Accessories/Giftware,Mens Luxury,60,2,2,0,$314.99,$314.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1330,Mens Accessories/Giftware,Mens Luxury,OS,68,24,44,"$17,836.56","$14,279.76","$3,556.80",5,4,1,"$1,718.36 ","$1,589.96 ",$128.40 
1331,Bedding,Back to Campus,Twin XL,75,0,75,"$3,308.25",$0.00,"$3,308.25",10,0,10,$386.10 ,$0.00 ,$386.10 
1332,Bedding,Bed Pillows,EURO,71,71,0,"$3,539.29","$3,539.29",$0.00,9,9,0,$419.92 ,$419.92 ,$0.00 
1333,Bedding,Bed Pillows,Jumbo,150,97,53,"$3,086.03","$1,931.03","$1,155.00",19,3,16,$396.18 ,$41.98 ,$354.20 
1334,Bedding,Bed Pillows,King,"1,507","1,469",38,"$43,652.06","$42,796.56",$855.50,128,114,14,"$4,559.12 ","$4,232.87 ",$326.25 
1335,Bedding,Bed Pillows,Queen,346,346,0,"$7,388.54","$7,388.54",$0.00,50,50,0,"$1,351.50 ","$1,351.50 ",$0.00 
1336,Bedding,Bed Pillows,Standard,11,11,0,$629.90,$629.90,$0.00,8,8,0,$449.93 ,$449.93 ,$0.00 
1337,Bedding,Bed Pillows,Standard/Queen,464,464,0,"$12,063.36","$12,063.36",$0.00,62,62,0,"$1,496.98 ","$1,496.98 ",$0.00 
1338,Bedding,Blankets,Full/Queen,926,903,23,"$23,518.47","$23,068.47",$450.00,111,99,12,"$2,646.51 ","$2,406.51 ",$240.00 
1339,Bedding,Blankets,King,161,161,0,"$8,638.40","$8,638.40",$0.00,27,27,0,"$1,565.73 ","$1,565.73 ",$0.00 
1340,Bedding,Blankets,Queen,214,142,72,"$8,529.18","$6,458.58","$2,070.60",36,30,6,"$1,472.75 ","$1,300.20 ",$172.55 
1341,Bedding,Blankets,Twin,176,176,0,"$3,157.15","$3,157.15",$0.00,5,5,0,$88.30 ,$88.30 ,$0.00 
1342,Bedding,Comforter Sets,Full,21,21,0,$835.79,$835.79,$0.00,14,14,0,$531.87 ,$531.87 ,$0.00 
1343,Bedding,Comforter Sets,Full/Queen,271,271,0,"$19,445.30","$19,445.30",$0.00,28,28,0,"$2,144.73 ","$2,144.73 ",$0.00 
1344,Bedding,Comforter Sets,King,556,382,174,"$46,478.89","$34,928.18","$11,550.71",54,16,38,"$3,986.20 ","$1,259.84 ","$2,726.36 "
1345,Bedding,Comforter Sets,Queen,227,157,70,"$16,056.43","$10,806.43","$5,250.00",21,12,9,"$1,473.38 ",$790.88 ,$682.50 
1346,Bedding,Comforter Sets,Twin,115,92,23,"$6,402.13","$5,048.08","$1,354.05",13,5,8,$747.86 ,$269.96 ,$477.90 
1347,Bedding,Down/Down Alt Comforters,Full/Queen,315,147,168,"$15,841.63","$5,484.53","$10,357.10",29,15,14,"$1,411.66 ",$552.36 ,$859.30 
1348,Bedding,Down/Down Alt Comforters,King,249,134,115,"$12,988.26","$8,266.66","$4,721.60",56,38,18,"$4,960.42 ","$4,133.62 ",$826.80 
1349,Bedding,Down/Down Alt Comforters,Queen,102,24,78,"$9,143.77","$3,631.77","$5,512.00",26,12,14,"$2,731.09 ","$1,583.89 ","$1,147.20 "
1350,Bedding,Down/Down Alt Comforters,Twin,24,0,24,"$3,576.00",$0.00,"$3,576.00",8,0,8,"$1,192.00 ",$0.00 ,"$1,192.00 "
1351,Bedding,Duvets,Full/Queen,115,100,15,"$5,533.65","$4,355.00","$1,178.65",21,13,8,"$1,196.13 ",$571.88 ,$624.25 
1352,Bedding,Duvets,King,577,405,172,"$39,509.05","$22,027.95","$17,481.10",55,31,24,"$4,392.49 ","$1,767.69 ","$2,624.80 "
1353,Bedding,Duvets,Queen,32,27,5,"$2,480.79","$1,891.74",$589.05,14,9,5,"$1,101.01 ",$577.41 ,$523.60 
1354,Bedding,Duvets,Twin,75,75,0,"$3,599.25","$3,599.25",$0.00,11,11,0,$314.90 ,$314.90 ,$0.00 
1355,Bedding,Made Ins,Full/Queen,46,6,40,"$3,879.94",$719.94,"$3,160.00",16,6,10,"$1,509.94 ",$719.94 ,$790.00 
1356,Bedding,Made Ins,King,420,0,420,"$20,529.45",$0.00,"$20,529.45",41,0,41,"$2,308.50 ",$0.00 ,"$2,308.50 "
1357,Bedding,Made Ins,Queen,177,0,177,"$9,365.10",$0.00,"$9,365.10",45,0,45,"$2,474.75 ",$0.00 ,"$2,474.75 "
1358,Bedding,Mat Pads/Toppers,California King,109,34,75,"$5,633.66","$2,708.66","$2,925.00",5,0,5,$163.80 ,$0.00 ,$163.80 
1359,Bedding,Mat Pads/Toppers,Full,30,30,0,"$2,309.70","$2,309.70",$0.00,8,8,0,$344.92 ,$344.92 ,$0.00 
1360,Bedding,Mat Pads/Toppers,King,429,410,19,"$43,225.91","$41,740.91","$1,485.00",52,47,5,"$3,522.29 ","$3,151.04 ",$371.25 
1361,Bedding,Mat Pads/Toppers,Queen,82,77,5,"$4,404.33","$4,115.23",$289.10,33,31,2,"$2,247.40 ","$2,082.20 ",$165.20 
1362,Bedding,Mat Pads/Toppers,Twin,60,60,0,"$3,486.66","$3,486.66",$0.00,6,6,0,$203.44 ,$203.44 ,$0.00 
1363,Bedding,Mat Pads/Toppers,Twin XL,40,40,0,"$7,979.60","$7,979.60",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1364,Bedding,Pillowcases,Jumbo,280,280,0,"$2,168.10","$2,168.10",$0.00,9,9,0,$64.52 ,$64.52 ,$0.00 
1365,Bedding,Pillowcases,King,89,89,0,$864.32,$864.32,$0.00,17,17,0,$137.24 ,$137.24 ,$0.00 
1366,Bedding,Pillowcases,Standard,219,219,0,"$10,206.07","$10,206.07",$0.00,2,2,0,$29.23 ,$29.23 ,$0.00 
1367,Bedding,Pillowcases,Standard/Queen,191,191,0,"$1,141.99","$1,141.99",$0.00,35,35,0,$204.26 ,$204.26 ,$0.00 
1368,Bedding,Quilts,Full/Queen,"1,752","1,490",262,"$79,947.86","$70,221.36","$9,726.50",303,223,80,"$13,240.03 ","$10,314.03 ","$2,926.00 "
1369,Bedding,Quilts,King,"2,330","1,860",470,"$120,731.40","$96,101.40","$24,630.00",432,344,88,"$20,362.56 ","$16,806.56 ","$3,556.00 "
1370,Bedding,Quilts,Queen,147,59,88,"$8,351.11","$3,527.41","$4,823.70",17,10,7,$796.51 ,$475.91 ,$320.60 
1371,Bedding,Quilts,Standard,305,305,0,"$5,393.96","$5,393.96",$0.00,51,51,0,$975.99 ,$975.99 ,$0.00 
1372,Bedding,Quilts,Twin,687,603,84,"$25,622.73","$22,656.48","$2,966.25",120,85,35,"$4,327.90 ","$3,142.90 ","$1,185.00 "
1373,Bedding,Sheets,California King,2,2,0,$59.99,$59.99,$0.00,1,1,0,$29.99 ,$29.99 ,$0.00 
1374,Bedding,Sheets,DOUBLE/FULL,24,24,0,$959.76,$959.76,$0.00,1,1,0,$23.99 ,$23.99 ,$0.00 
1375,Bedding,Sheets,Full,183,114,69,"$3,586.62","$2,278.86","$1,307.76",36,29,7,$710.69 ,$569.72 ,$140.97 
1376,Bedding,Sheets,King,"1,643","1,291",352,"$72,342.41","$59,081.85","$13,260.56",195,123,72,"$8,494.59 ","$5,941.02 ","$2,553.57 "
1377,Bedding,Sheets,OS,68,68,0,"$2,039.32","$2,039.32",$0.00,4,4,0,$119.96 ,$119.96 ,$0.00 
1378,Bedding,Sheets,Queen,"1,098",938,160,"$39,397.13","$35,131.88","$4,265.25",147,105,42,"$4,894.20 ","$3,752.70 ","$1,141.50 "
1379,Bedding,Sheets,Twin,787,438,349,"$13,006.03","$8,884.03","$4,122.00",135,38,97,"$1,844.62 ",$739.42 ,"$1,105.20 "
1380,Bedding,Sheets,Twin XL,25,0,25,$372.00,$0.00,$372.00,7,0,7,$96.00 ,$0.00 ,$96.00 
1381,Bedding,Throws,45x60,98,98,0,"$2,915.03","$2,915.03",$0.00,8,8,0,$215.93 ,$215.93 ,$0.00 
1382,Bedding,Throws,50x60,"3,478","2,108","1,370","$77,258.33","$44,735.48","$32,522.85",258,141,117,"$5,368.90 ","$2,821.45 ","$2,547.45 "
1383,Bedding,Throws,50x70,"2,696","2,580",116,"$47,203.21","$44,945.41","$2,257.80",169,143,26,"$3,224.77 ","$2,634.37 ",$590.40 
1384,Bedding,Throws,51x71,121,25,96,"$9,684.75","$2,469.75","$7,215.00",11,3,8,$844.97 ,$259.97 ,$585.00 
1385,Bedding,Throws,60x70,540,540,0,"$10,794.60","$10,794.60",$0.00,47,47,0,$939.53 ,$939.53 ,$0.00 
1386,Bedding,Throws,70x50,2,2,0,"$2,464.98","$2,464.98",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1387,Bedding,Throws,OS,336,111,225,"$7,109.15","$3,040.40","$4,068.75",30,9,21,$475.91 ,$148.66 ,$327.25 
1388,Bath Shop/Textiles,Napkins,OS,37,0,37,$183.75,$0.00,$183.75,33,0,33,$162.75 ,$0.00 ,$162.75 
1389,Bath Shop/Textiles,Placemats,OS,376,376,0,"$3,838.35","$3,838.35",$0.00,60,60,0,$650.11 ,$650.11 ,$0.00 
1390,Bath Shop/Textiles,Rugs,,379,379,0,"$5,591.77","$5,591.77",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1391,Bath Shop/Textiles,Seasonal Table Linens,13x19,120,0,120,$837.90,$0.00,$837.90,18,0,18,$119.70 ,$0.00 ,$119.70 
1392,Bath Shop/Textiles,Seasonal Table Linens,14x48,80,0,80,$805.20,$0.00,$805.20,11,0,11,$116.60 ,$0.00 ,$116.60 
1393,Bath Shop/Textiles,Seasonal Table Linens,14x72,924,0,924,"$9,446.40",$0.00,"$9,446.40",17,0,17,$162.00 ,$0.00 ,$162.00 
1394,Bath Shop/Textiles,Seasonal Table Linens,16x90,13,0,13,$151.80,$0.00,$151.80,1,0,1,$6.60 ,$0.00 ,$6.60 
1395,Bath Shop/Textiles,Seasonal Table Linens,18in.,16,0,16,$240.00,$0.00,$240.00,2,0,2,$24.00 ,$0.00 ,$24.00 
1396,Bath Shop/Textiles,Seasonal Table Linens,18x28,147,0,147,"$1,080.00",$0.00,"$1,080.00",41,0,41,$300.00 ,$0.00 ,$300.00 
1397,Bath Shop/Textiles,Seasonal Table Linens,5x8,198,0,198,"$1,184.40",$0.00,"$1,184.40",10,0,10,$58.80 ,$0.00 ,$58.80 
1398,Bath Shop/Textiles,Seasonal Table Linens,84x10.5x9,167,0,167,"$1,995.00",$0.00,"$1,995.00",2,0,2,$22.80 ,$0.00 ,$22.80 
1399,Bath Shop/Textiles,Seasonal Table Linens,OS,2,0,2,$18.50,$0.00,$18.50,2,0,2,$18.50 ,$0.00 ,$18.50 
1400,Bath Shop/Textiles,Shower,20x30,363,363,0,"$4,705.63","$4,705.63",$0.00,206,206,0,"$2,673.99 ","$2,673.99 ",$0.00 
1401,Bath Shop/Textiles,Shower,OS,154,154,0,"$2,306.96","$2,306.96",$0.00,3,3,0,$40.47 ,$40.47 ,$0.00 
1402,Bath Shop/Textiles,Table Runners,14x48,25,25,0,$321.50,$321.50,$0.00,3,3,0,$29.23 ,$29.23 ,$0.00 
1403,Bath Shop/Textiles,Towels,,654,654,0,"$32,673.46","$32,673.46",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1404,Bath Shop/Textiles,Towels,13x13,45,45,0,$355.95,$355.95,$0.00,14,14,0,$105.47 ,$105.47 ,$0.00 
1405,Bath Shop/Textiles,Towels,20x30,170,170,0,"$1,698.30","$1,698.30",$0.00,28,28,0,$271.73 ,$271.73 ,$0.00 
1406,Bath Shop/Textiles,Towels,28x54,112,112,0,"$4,478.88","$4,478.88",$0.00,13,13,0,$503.87 ,$503.87 ,$0.00 
1407,Bath Shop/Textiles,Towels,30x30,54,54,0,"$2,159.46","$2,159.46",$0.00,5,5,0,$179.96 ,$179.96 ,$0.00 
1408,Bath Shop/Textiles,Towels,30x56,465,465,0,"$16,249.36","$16,249.36",$0.00,13,13,0,$440.87 ,$440.87 ,$0.00 
1409,Bath Shop/Textiles,Towels,35x70,221,221,0,"$8,817.80","$8,817.80",$0.00,7,7,0,$251.94 ,$251.94 ,$0.00 
1410,Bath Shop/Textiles,Towels,Bath Towel,163,163,0,"$1,627.37","$1,627.37",$0.00,6,6,0,$53.95 ,$53.95 ,$0.00 
1411,Bath Shop/Textiles,Towels,Hand Towel,266,266,0,"$1,866.34","$1,866.34",$0.00,36,36,0,$281.04 ,$281.04 ,$0.00 
1412,Bath Shop/Textiles,Towels,OS,555,555,0,"$20,250.70","$20,250.70",$0.00,81,81,0,"$2,099.20 ","$2,099.20 ",$0.00 
1413,Decorative Textiles,D62 Window Panel Pairs,36x108,31,31,0,$923.69,$923.69,$0.00,9,9,0,$251.92 ,$251.92 ,$0.00 
1414,Decorative Textiles,D62 Window Panel Pairs,36x84,155,34,121,"$2,283.26",$713.66,"$1,569.60",88,28,60,"$1,364.12 ",$593.72 ,$770.40 
1415,Decorative Textiles,D62 Window Panel Pairs,36X96,210,198,12,"$4,838.27","$4,591.27",$247.00,32,19,13,$693.31 ,$446.31 ,$247.00 
1416,Decorative Textiles,D62 Window Panel Pairs,37x84,200,48,152,"$4,474.53","$1,424.53","$3,050.00",19,12,7,$487.39 ,$337.39 ,$150.00 
1417,Decorative Textiles,D62 Window Panel Pairs,37x96,96,0,96,"$1,970.10",$0.00,"$1,970.10",9,0,9,$170.50 ,$0.00 ,$170.50 
1418,Decorative Textiles,D62 Window Panel Pairs,38x84,302,245,57,"$7,953.55","$6,819.55","$1,134.00",34,26,8,$751.25 ,$589.25 ,$162.00 
1419,Decorative Textiles,D62 Window Panel Pairs,38x96,962,109,853,"$20,560.72","$3,247.92","$17,312.80",57,18,39,"$1,248.13 ",$512.83 ,$735.30 
1420,Decorative Textiles,D62 Window Panel Pairs,50x108,70,70,0,"$6,959.30","$6,959.30",$0.00,28,28,0,"$2,754.72 ","$2,754.72 ",$0.00 
1421,Decorative Textiles,D62 Window Panel Pairs,50x120,55,55,0,"$7,097.45","$7,097.45",$0.00,13,13,0,"$1,689.87 ","$1,689.87 ",$0.00 
1422,Decorative Textiles,D62 Window Panel Pairs,50x96,184,184,0,"$15,091.17","$15,091.17",$0.00,84,84,0,"$7,136.16 ","$7,136.16 ",$0.00 
1423,Decorative Textiles,D62 Window Panel Pairs,52x84,106,0,106,"$4,534.35",$0.00,"$4,534.35",25,0,25,"$1,034.15 ",$0.00 ,"$1,034.15 "
1424,Decorative Textiles,D62 Window Panel Pairs,52x96,67,0,67,"$2,859.50",$0.00,"$2,859.50",2,0,2,$81.70 ,$0.00 ,$81.70 
1425,Decorative Textiles,D62 Window Panel Pairs,54x84,129,0,129,"$2,580.00",$0.00,"$2,580.00",40,0,40,$800.00 ,$0.00 ,$800.00 
1426,Decorative Textiles,D62 Window Panel Pairs,54x96,251,117,134,"$12,746.59","$6,973.84","$5,772.75",19,3,16,$857.22 ,$179.97 ,$677.25 
1427,Decorative Textiles,D62 Window Panel Pairs,84IN,24,24,0,$581.02,$581.02,$0.00,3,3,0,$74.97 ,$74.97 ,$0.00 
1428,Decorative Textiles,Easter Pillows,14x20,122,0,122,"$2,436.00",$0.00,"$2,436.00",0,0,0,$0.00 ,$0.00 ,$0.00 
1429,Decorative Textiles,Easter Pillows,14x24,241,0,241,"$4,810.00",$0.00,"$4,810.00",2,0,2,$37.00 ,$0.00 ,$37.00 
1430,Decorative Textiles,Easter Pillows,18x18,42,0,42,$915.20,$0.00,$915.20,2,0,2,$28.60 ,$0.00 ,$28.60 
1431,Decorative Textiles,Flatweave Rugs,2x3,65,33,32,"$1,905.38",$968.68,$936.70,4,4,0,$101.97 ,$101.97 ,$0.00 
1432,Decorative Textiles,Flatweave Rugs,3.6x5.6,5,0,5,$445.50,$0.00,$445.50,0,0,0,$0.00 ,$0.00 ,$0.00 
1433,Decorative Textiles,Flatweave Rugs,3x5,41,8,33,"$3,814.63",$517.93,"$3,296.70",4,4,0,$221.96 ,$221.96 ,$0.00 
1434,Decorative Textiles,Flatweave Rugs,4x6,2,0,2,$112.10,$0.00,$112.10,4,0,4,$300.20 ,$0.00 ,$300.20 
1435,Decorative Textiles,Flatweave Rugs,5x7,424,281,143,"$41,979.97","$29,188.69","$12,791.28",57,32,25,"$4,666.04 ","$2,827.19 ","$1,838.85 "
1436,Decorative Textiles,Flatweave Rugs,5x8,164,2,162,"$20,417.24",$167.99,"$20,249.25",13,2,11,"$1,468.94 ",$167.99 ,"$1,300.95 "
1437,Decorative Textiles,Flatweave Rugs,6x9,19,10,9,"$3,215.10","$1,919.90","$1,295.20",8,4,4,"$1,123.97 ",$639.97 ,$484.00 
1438,Decorative Textiles,Flatweave Rugs,7x9,69,59,10,"$14,011.81","$12,149.42","$1,862.39",8,3,5,"$1,238.36 ",$509.97 ,$728.39 
1439,Decorative Textiles,Flatweave Rugs,8x10,55,0,55,"$21,453.90",$0.00,"$21,453.90",10,0,10,"$2,361.45 ",$0.00 ,"$2,361.45 "
1440,Decorative Textiles,Flatweave Rugs,9x12,7,7,0,"$1,749.93","$1,749.93",$0.00,2,2,0,$559.99 ,$559.99 ,$0.00 
1441,Decorative Textiles,Flatweave Rugs,Round,15,0,15,"$1,635.00",$0.00,"$1,635.00",14,0,14,"$1,471.50 ",$0.00 ,"$1,471.50 "
1442,Decorative Textiles,Indoor Outdoor Rugs,10,5,5,0,$674.96,$674.96,$0.00,4,4,0,$539.96 ,$539.96 ,$0.00 
1443,Decorative Textiles,Indoor Outdoor Rugs,2x7,406,352,54,"$12,122.23","$10,548.98","$1,573.25",88,60,28,"$2,596.41 ","$1,784.41 ",$812.00 
1444,Decorative Textiles,Indoor Outdoor Rugs,3x5,26,26,0,"$1,039.74","$1,039.74",$0.00,8,8,0,$319.92 ,$319.92 ,$0.00 
1445,Decorative Textiles,Indoor Outdoor Rugs,4x6,8,8,0,$319.92,$319.92,$0.00,8,8,0,$319.92 ,$319.92 ,$0.00 
1446,Decorative Textiles,Indoor Outdoor Rugs,5x7,336,279,57,"$22,346.82","$19,887.22","$2,459.60",42,28,14,"$2,642.63 ","$2,027.73 ",$614.90 
1447,Decorative Textiles,Indoor Outdoor Rugs,5x8,53,38,15,"$4,669.67","$3,855.12",$814.55,10,6,4,$618.70 ,$417.94 ,$200.76 
1448,Decorative Textiles,Indoor Outdoor Rugs,6x9,45,41,4,"$3,467.34","$3,275.59",$191.75,13,10,3,$919.66 ,$727.91 ,$191.75 
1449,Decorative Textiles,Indoor Outdoor Rugs,7x10,75,75,0,"$11,927.25","$11,927.25",$0.00,6,6,0,$839.95 ,$839.95 ,$0.00 
1450,Decorative Textiles,Indoor Outdoor Rugs,7x6,73,0,73,"$5,411.25",$0.00,"$5,411.25",10,0,10,$693.75 ,$0.00 ,$693.75 
1451,Decorative Textiles,Indoor Outdoor Rugs,7x9,40,40,0,"$9,084.61","$9,084.61",$0.00,3,3,0,$517.48 ,$517.48 ,$0.00 
1452,Decorative Textiles,Indoor Outdoor Rugs,8x10,190,190,0,"$29,389.60","$29,389.60",$0.00,32,32,0,"$5,176.18 ","$5,176.18 ",$0.00 
1453,Decorative Textiles,Indoor Outdoor Rugs,8x13,6,6,0,"$1,025.94","$1,025.94",$0.00,2,2,0,$341.98 ,$341.98 ,$0.00 
1454,Decorative Textiles,Kids Floor Decor,20X20X12,231,231,0,"$9,237.69","$9,237.69",$0.00,17,17,0,$659.84 ,$659.84 ,$0.00 
1455,Decorative Textiles,Kids Floor Decor,30 IN,84,84,0,"$3,327.17","$3,327.17",$0.00,15,15,0,$571.86 ,$571.86 ,$0.00 
1456,Decorative Textiles,Machine Made Rugs,2x3,42,42,0,$713.58,$713.58,$0.00,12,12,0,$203.88 ,$203.88 ,$0.00 
1457,Decorative Textiles,Machine Made Rugs,3x5,69,44,25,"$3,334.37","$1,847.57","$1,486.80",7,6,1,$362.54 ,$279.94 ,$82.60 
1458,Decorative Textiles,Machine Made Rugs,4x6,54,54,0,"$2,944.47","$2,944.47",$0.00,9,9,0,$427.41 ,$427.41 ,$0.00 
1459,Decorative Textiles,Machine Made Rugs,5x5,4,4,0,$224.96,$224.96,$0.00,4,4,0,$224.96 ,$224.96 ,$0.00 
1460,Decorative Textiles,Machine Made Rugs,5x7,405,364,41,"$40,370.77","$36,252.37","$4,118.40",26,23,3,"$2,236.58 ","$1,919.78 ",$316.80 
1461,Decorative Textiles,Machine Made Rugs,5x8,260,260,0,"$18,151.91","$18,151.91",$0.00,49,49,0,"$2,944.01 ","$2,944.01 ",$0.00 
1462,Decorative Textiles,Machine Made Rugs,6x6,9,9,0,$719.91,$719.91,$0.00,3,3,0,$179.98 ,$179.98 ,$0.00 
1463,Decorative Textiles,Machine Made Rugs,6x9,114,114,0,"$14,956.87","$14,956.87",$0.00,10,10,0,"$1,376.91 ","$1,376.91 ",$0.00 
1464,Decorative Textiles,Machine Made Rugs,7x9,21,21,0,"$5,224.79","$5,224.79",$0.00,4,4,0,$949.96 ,$949.96 ,$0.00 
1465,Decorative Textiles,Machine Made Rugs,8x10,20,20,0,"$5,067.80","$5,067.80",$0.00,3,3,0,$573.97 ,$573.97 ,$0.00 
1466,Decorative Textiles,Natural Fiber Rugs,2x3,14,14,0,$398.87,$398.87,$0.00,12,12,0,$341.89 ,$341.89 ,$0.00 
1467,Decorative Textiles,Natural Fiber Rugs,3x5,92,32,60,"$8,532.29","$3,533.69","$4,998.60",15,8,7,"$1,354.12 ",$833.92 ,$520.20 
1468,Decorative Textiles,Natural Fiber Rugs,4x6,11,0,11,$473.00,$0.00,$473.00,2,0,2,$47.30 ,$0.00 ,$47.30 
1469,Decorative Textiles,Natural Fiber Rugs,5x7,33,33,0,"$4,185.68","$4,185.68",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
1470,Decorative Textiles,Natural Fiber Rugs,5x8,342,83,259,"$54,732.05","$20,573.18","$34,158.87",22,2,20,"$3,176.46 ",$269.99 ,"$2,906.47 "
1471,Decorative Textiles,Natural Fiber Rugs,6x9,3,0,3,$237.60,$0.00,$237.60,0,0,0,$0.00 ,$0.00 ,$0.00 
1472,Decorative Textiles,Natural Fiber Rugs,7x9,32,11,21,"$6,391.99","$2,859.89","$3,532.10",0,0,0,$0.00 ,$0.00 ,$0.00 
1473,Decorative Textiles,Natural Fiber Rugs,8x10,124,65,59,"$49,643.33","$31,219.36","$18,423.97",20,6,14,"$7,201.49 ","$2,449.94 ","$4,751.55 "
1474,Decorative Textiles,Outdoor Cushions,,"3,598","3,419",179,"$139,629.11","$132,640.31","$6,988.80",0,0,0,$0.00 ,$0.00 ,$0.00 
1475,Decorative Textiles,Outdoor Cushions,19x19,110,110,0,"$3,298.90","$3,298.90",$0.00,21,21,0,$629.79 ,$629.79 ,$0.00 
1476,Decorative Textiles,Outdoor Cushions,20x20,285,285,0,"$7,114.65","$7,114.65",$0.00,20,12,8,$497.13 ,$341.13 ,$156.00 
1477,Decorative Textiles,Outdoor Cushions,24in,289,289,0,"$14,434.61","$14,434.61",$0.00,71,71,0,"$3,516.80 ","$3,516.80 ",$0.00 
1478,Decorative Textiles,Outdoor Cushions,24x24,359,359,0,"$17,906.42","$17,906.42",$0.00,69,69,0,"$3,419.32 ","$3,419.32 ",$0.00 
1479,Decorative Textiles,Outdoor Cushions,24x24 24x26,"2,706","2,706",0,"$135,257.94","$135,257.94",$0.00,269,269,0,"$13,409.82 ","$13,409.82 ",$0.00 
1480,Decorative Textiles,Outdoor Cushions,80x24,191,191,0,"$9,538.09","$9,538.09",$0.00,20,20,0,$959.81 ,$959.81 ,$0.00 
1481,Decorative Textiles,Outdoor Cushions,OS,425,425,0,"$33,979.75","$33,979.75",$0.00,86,86,0,"$6,815.15 ","$6,815.15 ",$0.00 
1482,Decorative Textiles,Printed Decorative Pillow,12x18,178,0,178,"$1,775.00",$0.00,"$1,775.00",24,0,24,$237.50 ,$0.00 ,$237.50 
1483,Decorative Textiles,Printed Decorative Pillow,12x5,560,560,0,"$7,270.50","$7,270.50",$0.00,79,79,0,"$1,017.12 ","$1,017.12 ",$0.00 
1484,Decorative Textiles,Printed Decorative Pillow,13x21,378,0,378,"$7,560.00",$0.00,"$7,560.00",28,0,28,$560.00 ,$0.00 ,$560.00 
1485,Decorative Textiles,Printed Decorative Pillow,14x20,123,123,0,"$2,446.78","$2,446.78",$0.00,12,12,0,$237.88 ,$237.88 ,$0.00 
1486,Decorative Textiles,Printed Decorative Pillow,14x22,386,267,119,"$8,885.83","$6,597.73","$2,288.10",38,15,23,$701.66 ,$266.66 ,$435.00 
1487,Decorative Textiles,Printed Decorative Pillow,14x24,328,328,0,"$7,196.72","$7,196.72",$0.00,17,17,0,$391.03 ,$391.03 ,$0.00 
1488,Decorative Textiles,Printed Decorative Pillow,14x26,413,413,0,"$9,310.62","$9,310.62",$0.00,47,47,0,$989.29 ,$989.29 ,$0.00 
1489,Decorative Textiles,Printed Decorative Pillow,16x16,"1,015",801,214,"$26,583.39","$24,012.99","$2,570.40",145,92,53,"$3,385.48 ","$2,753.08 ",$632.40 
1490,Decorative Textiles,Printed Decorative Pillow,16X24,"1,162",650,512,"$27,792.26","$17,537.26","$10,255.00",104,88,16,"$2,554.13 ","$2,239.13 ",$315.00 
1491,Decorative Textiles,Printed Decorative Pillow,18x18,"1,162",524,638,"$26,035.36","$10,465.76","$15,569.60",89,74,15,"$1,949.16 ","$1,608.76 ",$340.40 
1492,Decorative Textiles,Printed Decorative Pillow,20x20,"1,976","1,645",331,"$57,499.05","$52,257.80","$5,241.25",132,93,39,"$3,404.57 ","$2,739.57 ",$665.00 
1493,Decorative Textiles,Printed Decorative Pillow,22x22,"5,753","4,659","1,094","$164,950.42","$140,254.42","$24,696.00",587,458,129,"$16,793.03 ","$13,936.43 ","$2,856.60 "
1494,Decorative Textiles,Printed Decorative Pillow,24x24,645,264,381,"$15,878.77","$7,902.37","$7,976.40",70,45,25,"$1,974.96 ","$1,427.56 ",$547.40 
1495,Decorative Textiles,Printed Decorative Pillow,5x12,607,415,192,"$7,301.06","$5,383.06","$1,918.00",45,16,29,$494.05 ,$200.05 ,$294.00 
1496,Decorative Textiles,Printed Decorative Pillow,8x12,4,4,0,$49.47,$49.47,$0.00,7,7,0,$98.93 ,$98.93 ,$0.00 
1497,Decorative Textiles,Printed Decorative Pillow,9x18,51,51,0,"$1,011.49","$1,011.49",$0.00,44,44,0,$758.56 ,$758.56 ,$0.00 
1498,Decorative Textiles,Printed Decorative Pillow,OS,648,44,604,"$12,235.97","$2,591.57","$9,644.40",78,33,45,"$2,679.88 ","$1,925.68 ",$754.20 
1499,Decorative Textiles,Solid Decorative Pillows,12x20,21,21,0,$314.79,$314.79,$0.00,12,12,0,$167.89 ,$167.89 ,$0.00 
